Location,Location URI
"providence, rhode island",http://history.archives.mbl.edu/concepts/location/f2177bbb-a901-4ea3-abb0-23d39cda883e
"keith, banffshire, scotland",http://history.archives.mbl.edu/concepts/location/f4847150-a939-491b-bec3-f1186480c4d2
"lakeville, ct",http://history.archives.mbl.edu/concepts/location/3f0ae806-5784-48b4-9676-72f4dfc6ccd9
"new haven, ct",http://history.archives.mbl.edu/concepts/location/2282683a-7a54-4aae-a788-761cacdfab15
"woodstock, vt",http://history.archives.mbl.edu/concepts/location/3431db03-aa5a-4171-9f76-fe292569aacc
"wayne, pa",http://history.archives.mbl.edu/concepts/location/13d9b558-86a9-4a44-8aa6-d8c8e2e36674
university of vermont,http://history.archives.mbl.edu/concepts/location/72c03164-c92b-4c1c-814a-1f2b1c69cac7
"england, u.k.",http://history.archives.mbl.edu/concepts/location/af2a3249-cf1c-4361-b9d5-c6d73d0847ec
veterans administration hospital,http://history.archives.mbl.edu/concepts/location/34cf68e5-9b3f-494e-9b33-a2a616d93625
"chevy chase, maryland",http://history.archives.mbl.edu/concepts/location/109238dc-f200-4d91-997a-feff621290f8
"5956 cabanne place, st. louis, mo",http://history.archives.mbl.edu/concepts/location/d19b841d-1388-4d19-b516-e61c0fb8ac9d
michigan,http://history.archives.mbl.edu/concepts/location/b6a70ab6-e67d-46e3-abf1-46c7d7dab3f5
edinburgh,http://history.archives.mbl.edu/concepts/location/be4d8431-076f-4bbd-b300-b5f0fc626408
"washington, d.c.",http://history.archives.mbl.edu/concepts/location/2d1a3eec-e189-47fe-b349-f754a6956b8e
"hartford, ct",http://history.archives.mbl.edu/concepts/location/43b465f5-992e-4f57-baf7-eef2ea36bfc6
"barcelona, spain",http://history.archives.mbl.edu/concepts/location/a2f32c2f-8c67-4cbb-a92a-73d61af3b428
"holly springs, miss.",http://history.archives.mbl.edu/concepts/location/44bc847b-ce78-4460-b554-013781c9b385
"roscoff, france",http://history.archives.mbl.edu/concepts/location/fbbee67f-9056-4393-ace8-98bd479d1f81
"clarenceville, pq",http://history.archives.mbl.edu/concepts/location/2ec90e14-ca2f-478f-a7a4-c876c37a9ec2
"78 kaiserin augusta street, berlun n. i0, germany",http://history.archives.mbl.edu/concepts/location/fedbda06-0407-4d2a-94e3-0f40ddd98411
sc,http://history.archives.mbl.edu/concepts/location/1b1d1f97-0c17-41d4-8779-c37485047f1d
"clinton, ny",http://history.archives.mbl.edu/concepts/location/e50d9c21-fcaa-4cda-a94b-acc72e550617
"4ii5 st. clair street, pittsburgh, pa",http://history.archives.mbl.edu/concepts/location/a1b3d724-b6c8-4b50-b641-60ce4e897110
"okazaki, japan",http://history.archives.mbl.edu/concepts/location/ade54448-0999-4e22-bf27-1361d9574a11
"pico rivera, ca",http://history.archives.mbl.edu/concepts/location/e6833037-05b7-4b77-9fcf-089202235d92
"53 w. chelten ave., germantown, pa",http://history.archives.mbl.edu/concepts/location/bc81597b-b894-415c-874b-791983e8a791
"lyon, france",http://history.archives.mbl.edu/concepts/location/7694fe40-25b6-4fd3-82db-d391ec6ffadb
national insititute of neurological diseases and stroke,http://history.archives.mbl.edu/concepts/location/82091860-ae5b-4dd2-8872-4b317dabe345
"kansas city, mo",http://history.archives.mbl.edu/concepts/location/d78facf4-61af-45e8-9f99-1474e625d29a
marine biological laboratory,http://history.archives.mbl.edu/concepts/location/33dc9b2c-9704-45a7-b3de-fa7f47a140da
"6ii trumbull street, new haven, ct",http://history.archives.mbl.edu/concepts/location/b995e7f9-866b-4a56-b982-659d896e818b
"i3i south iiiiiind st, philadelphia, pa",http://history.archives.mbl.edu/concepts/location/6d572bea-04c9-4256-8adb-dd2dc663c981
"johannesburg, south africa",http://history.archives.mbl.edu/concepts/location/c7baee64-c733-4072-a94d-44555ac3bd59
"bethlehem, pa",http://history.archives.mbl.edu/concepts/location/20a08754-243f-46be-bd34-98ed15e3cfc8
"madison, ms",http://history.archives.mbl.edu/concepts/location/4129d30a-00b5-4014-8fba-171fa2951ecc
uw-madison,http://history.archives.mbl.edu/concepts/location/874aafea-00b0-4687-8211-70b97b4c8d58
"qousair, homs, syria",http://history.archives.mbl.edu/concepts/location/35f3a04c-8d80-4100-8e28-d0ddf3695a57
"cambridge, uk",http://history.archives.mbl.edu/concepts/location/ac191cde-73f0-4c02-87b2-31ca2e0115a8
united kingdom,http://history.archives.mbl.edu/concepts/location/6a755195-cb60-4ef0-9704-fee00ebd1386
harvard medical school,http://history.archives.mbl.edu/concepts/location/a8547286-646b-406b-bb80-2c7da3da5aa9
people's republic of china,http://history.archives.mbl.edu/concepts/location/c0248d74-5135-46af-9c94-0f278140492d
"munich, germany",http://history.archives.mbl.edu/concepts/location/bd4d36c0-2f04-4ddf-9db7-d02c940c21ad
norway,http://history.archives.mbl.edu/concepts/location/6b3a0bf2-7cdc-4bab-94d8-2c272b2ac71c
"sendai, japan",http://history.archives.mbl.edu/concepts/location/ee9d054b-360f-4400-94f7-ac8c2c057f11
the state university,http://history.archives.mbl.edu/concepts/location/209a3d91-811a-42e1-8c77-2e49d600324f
graz,http://history.archives.mbl.edu/concepts/location/d79cd72e-a821-47da-aef5-7a663a24a1a7
"mashpee, ma",http://history.archives.mbl.edu/concepts/location/d0ad185e-143c-41f3-8f81-ed78113cbe2e
"westminster, md",http://history.archives.mbl.edu/concepts/location/64342639-0054-46a7-ac5e-0e211e2e0fef
port aransas,http://history.archives.mbl.edu/concepts/location/4533d6be-7b91-41a3-8f23-8e2f6edbc2ae
"iii8 west 43rd street, new york, ny",http://history.archives.mbl.edu/concepts/location/911b8a20-bf3c-4ef6-9529-c36e260d769d
new york university medical college,http://history.archives.mbl.edu/concepts/location/54d95497-5b64-4f14-b358-d1ac96398b55
"venice, ca",http://history.archives.mbl.edu/concepts/location/1ebf7b35-6b73-49cb-9851-24e407b857df
"richmond, in",http://history.archives.mbl.edu/concepts/location/7491261f-6aeb-46f7-95b4-4d3520a3ad2a
"syracus, ny",http://history.archives.mbl.edu/concepts/location/7981df2e-6237-4600-a2f2-0b2220869c62
stockholm,http://history.archives.mbl.edu/concepts/location/a1fa59d4-aefe-4f49-be36-fb7087313b41
"i8ii3 marmion ave., new york, ny",http://history.archives.mbl.edu/concepts/location/5aae3087-9642-4d85-9f5f-9072f28b8aeb
sri lanka,http://history.archives.mbl.edu/concepts/location/8c427ec2-3a38-45e9-b206-ebb53dcb982d
"athens, greece",http://history.archives.mbl.edu/concepts/location/7c8f4106-7b37-4b8a-84fc-61fff86ab5a0
"south boston, mass",http://history.archives.mbl.edu/concepts/location/e3acb57c-77ba-4dd7-b656-2528e190f319
"valley stream, long island, ny",http://history.archives.mbl.edu/concepts/location/7343abfa-238f-4bfa-b3cf-a17b85e99f16
"utica, ny",http://history.archives.mbl.edu/concepts/location/aec4b762-ccf7-45fd-b3dd-6e0c0225ce0c
zurich,http://history.archives.mbl.edu/concepts/location/7dcf8991-cf33-4dfc-b9c2-0a244e90848f
"wymore, nb",http://history.archives.mbl.edu/concepts/location/7fa47fb7-b759-4046-8bea-6ceeeaec525b
city university of new york,http://history.archives.mbl.edu/concepts/location/ea215450-f6b9-4524-af18-ce4b518ecd58
"lexington, ky",http://history.archives.mbl.edu/concepts/location/1d26abed-244d-40f4-b045-fe5f3178958e
"college hill, ma",http://history.archives.mbl.edu/concepts/location/49d8b217-b8f1-405b-8279-cf5a1eea2c10
"newark, de",http://history.archives.mbl.edu/concepts/location/b02171aa-d4c7-4d24-86a2-3e90cfb0b6b9
"zbigniew, poland",http://history.archives.mbl.edu/concepts/location/4b70561c-ae87-4536-8f65-f67df4223553
canada,http://history.archives.mbl.edu/concepts/location/76ef8465-6f81-4d18-9957-43c124277e9c
b'kara malta,http://history.archives.mbl.edu/concepts/location/0beba098-042e-45c2-8d40-664035798983
"marblehead, mass",http://history.archives.mbl.edu/concepts/location/a01a6f1c-a740-4beb-a372-3500a959a1c4
"lagrange, il",http://history.archives.mbl.edu/concepts/location/f8135256-56bb-43b8-98c1-748d92ba7c04
"iowa city, io",http://history.archives.mbl.edu/concepts/location/7597d0c2-f9e9-4437-8a76-fdda5cbf9715
"peekskill, ny",http://history.archives.mbl.edu/concepts/location/c71fb9df-7331-4ecd-9b67-49d0f5e721f2
washington.,http://history.archives.mbl.edu/concepts/location/3ee96572-b217-4af1-8108-80b9bd6db0ce
"iowa city, ia",http://history.archives.mbl.edu/concepts/location/003a65d3-6bab-4cff-96e4-6485909c4815
washington square college,http://history.archives.mbl.edu/concepts/location/f75184ae-b9ed-4d63-8f0c-a8ad187edd37
"west barnstable, mass",http://history.archives.mbl.edu/concepts/location/78bc8d4b-cd8a-43a3-97a1-acd375f099af
ontario,http://history.archives.mbl.edu/concepts/location/df6f4837-d8bd-4740-b538-71940c531e8c
california,http://history.archives.mbl.edu/concepts/location/12471523-b695-4a46-87f6-83763a1b5fae
"ii058 vanderbilt avenue, new york, ny",http://history.archives.mbl.edu/concepts/location/86e1f016-f941-46df-871a-e26b770ce40a
"333 central park west, new york ii5",http://history.archives.mbl.edu/concepts/location/28b5cd8f-af8f-471b-92e1-f98386e5f70d
brasil,http://history.archives.mbl.edu/concepts/location/7044c5d7-539c-43c5-a517-b04989d34cb0
"east longmeadow, ma",http://history.archives.mbl.edu/concepts/location/b499f3c1-693b-4b7e-983b-eb0f88f61cda
"cardiff, england",http://history.archives.mbl.edu/concepts/location/b29cab46-6b70-4281-97c6-e9774e6e83ec
raleigh,http://history.archives.mbl.edu/concepts/location/5b38c48a-0984-43a5-b655-8d5ffec42607
"edghaston, birmingham, england",http://history.archives.mbl.edu/concepts/location/6b9b5be8-3b32-4611-84a8-3146da02470e
charleston,http://history.archives.mbl.edu/concepts/location/fddb7348-4e1e-41f7-9817-e1594dd1b0ea
"stuttgart, w. germany",http://history.archives.mbl.edu/concepts/location/54bbd428-5f3f-4b79-98d6-23b35202f2dc
howard hughes medical institute; university of california,http://history.archives.mbl.edu/concepts/location/444efa1a-b1b6-41c7-bf45-bf89c477096c
romania,http://history.archives.mbl.edu/concepts/location/b9132ff4-cc9b-43b4-963e-81e9b8172267
"409 western ave., east pittsburgh, pa",http://history.archives.mbl.edu/concepts/location/d755ff3a-fac1-40c6-979d-96273af6e3c2
"woods hole, ma",http://history.archives.mbl.edu/concepts/location/d9b3f3f7-18b3-40f6-a077-2139f1c5552a
"730 west adams street, chicago, il",http://history.archives.mbl.edu/concepts/location/aecdc764-9f4d-4e6d-9a98-9781234a97d9
venezula,http://history.archives.mbl.edu/concepts/location/f9a93a2b-2eea-46ba-8d73-f0150788f86d
"stonington, ct",http://history.archives.mbl.edu/concepts/location/3d4f07df-4696-49a6-9508-2f57901516a4
"98 east ii4th street, new york, ny",http://history.archives.mbl.edu/concepts/location/8041ce08-5903-483e-9953-c3dc6679d6c1
"philadelphia, pa; tarentum, pa",http://history.archives.mbl.edu/concepts/location/d75ae782-91b9-4206-a912-aac654ddf557
rutgers university,http://history.archives.mbl.edu/concepts/location/d5ab43b3-f2d9-4fef-b5ab-e9885c495905
"ii8 west 97th street, new york, ny",http://history.archives.mbl.edu/concepts/location/2c4b4825-faec-47cf-b240-b0727694d456
"richmond hill, ny",http://history.archives.mbl.edu/concepts/location/5aee6797-b748-4126-8c20-4683d109b5ad
"manchester, uk",http://history.archives.mbl.edu/concepts/location/e9ae8225-6ba0-47dc-9ede-c1f26df7603d
"i83ii blue island avenue, chicago, il",http://history.archives.mbl.edu/concepts/location/913d8a0f-987c-4df6-816c-1f0aed0a7187
pittsburgh,http://history.archives.mbl.edu/concepts/location/1d17be8e-0327-4b75-a307-e8fba4b8aec6
"iii43 commonwealth ave., st. paul, mn",http://history.archives.mbl.edu/concepts/location/defae562-0b7f-4c47-b445-92f2d25195c4
moscow,http://history.archives.mbl.edu/concepts/location/fafd0616-63ed-43ac-ad58-6935ae270811
"ii73 woodland rd., ravinia, il",http://history.archives.mbl.edu/concepts/location/ea7933bc-03bd-4359-aa20-f3104eb8d6df
"toronto, canada",http://history.archives.mbl.edu/concepts/location/ed74abdd-aa6a-43ae-b642-38b90ca9c0b9
hartford,http://history.archives.mbl.edu/concepts/location/e40c9990-5e40-4fa4-9d5b-c7e5d1f91ae7
"yellow springs, oh",http://history.archives.mbl.edu/concepts/location/efc591cd-f2f3-4660-8d35-82ac55542c64
"havre-de-grace, md",http://history.archives.mbl.edu/concepts/location/730f90ca-0c13-4db6-9e75-674cf41e93f7
national institures of health,http://history.archives.mbl.edu/concepts/location/17def0bc-e4cb-459d-9d79-adec6ea4d1f5
"fort collins, co",http://history.archives.mbl.edu/concepts/location/7e89852f-3af6-4ea1-8ba5-4245eeec9dea
"charlestown, wv",http://history.archives.mbl.edu/concepts/location/62cb7544-21f4-4113-b118-99c2fdf25db5
"40 commonwealth ave., boston, ma",http://history.archives.mbl.edu/concepts/location/c0253132-ca48-4afb-820b-8ec1ddffe941
russia,http://history.archives.mbl.edu/concepts/location/aa83feb5-c98d-477e-802e-0849afdf2ec4
the netherlands,http://history.archives.mbl.edu/concepts/location/103c1f5e-1c98-4585-84e6-53581d369983
worcester,http://history.archives.mbl.edu/concepts/location/22106def-b187-4e55-8903-689bcbdbbf5e
reno,http://history.archives.mbl.edu/concepts/location/791ce6eb-bf29-4db6-aa09-cd49bdd3a23b
"bryn mawr, pa",http://history.archives.mbl.edu/concepts/location/15bc2e96-57ca-4079-b100-f81ca95678fc
budapest.,http://history.archives.mbl.edu/concepts/location/b4301368-28ec-492f-8cad-802c9be0160b
"valhalla, ny",http://history.archives.mbl.edu/concepts/location/63bf0d54-8949-4c61-b424-6d63e3a91c47
"7ii huntington avenue, boston, ma",http://history.archives.mbl.edu/concepts/location/6b4dca2b-c328-40ac-bbf6-11d731dec1d7
"doylestown, pa",http://history.archives.mbl.edu/concepts/location/057ef1ec-bfc9-405a-bb4a-cd0b5e953c7d
"kansas city, mo.",http://history.archives.mbl.edu/concepts/location/8b4206fa-2c34-47d6-88fc-33ddead3def1
"morgantown, w. va.",http://history.archives.mbl.edu/concepts/location/ecdf44fd-0ed6-405b-8ba8-fd5ae5ef62bb
korea/usa,http://history.archives.mbl.edu/concepts/location/f4fe5bff-cb8f-4c81-86d2-e426db658928
at harvard university,http://history.archives.mbl.edu/concepts/location/1c61f847-5b16-42db-825b-47e722a3357b
beirut,http://history.archives.mbl.edu/concepts/location/ac28f49c-9abd-4ff5-bc09-00b4867fbd3d
"bangkok, siam",http://history.archives.mbl.edu/concepts/location/5d71286a-50fb-41bd-b39c-ccf48504f23a
wayne state university,http://history.archives.mbl.edu/concepts/location/6eda5aeb-a536-464f-8822-b6e311bcdd8d
"florance, italy",http://history.archives.mbl.edu/concepts/location/619c995a-b153-4915-a23d-d1571b165269
"manchester, ct",http://history.archives.mbl.edu/concepts/location/dd108957-ef7c-4257-b40c-407af2f0f616
"769 washington street, brookline, ma",http://history.archives.mbl.edu/concepts/location/331aac28-d0c8-4e9a-81c3-f87c913ef98e
chicago il,http://history.archives.mbl.edu/concepts/location/94532527-8839-4c9a-93f3-88542a19015d
los angelens,http://history.archives.mbl.edu/concepts/location/a89e2378-2f49-4d41-8e1b-e4062b49c30f
"aquamundo, peru",http://history.archives.mbl.edu/concepts/location/2ed6060a-33b1-49d0-a5eb-b2de88f1d2f2
"union city, tn",http://history.archives.mbl.edu/concepts/location/2afedc06-cc6f-47b3-8bb6-408b124b1a18
new paltz,http://history.archives.mbl.edu/concepts/location/f522a449-b93f-4bf3-9e57-d99788dc0753
mass.,http://history.archives.mbl.edu/concepts/location/28ac6d40-4385-4321-9fce-f2270c176190
madison,http://history.archives.mbl.edu/concepts/location/ec310f5b-1f01-44cc-afed-e0a6229e4bc5
knoxville,http://history.archives.mbl.edu/concepts/location/c70b1f02-7815-4cc9-a0ab-d9fa4297f32e
"forest hills, boston, ma",http://history.archives.mbl.edu/concepts/location/5e72b57a-dd5c-4804-a113-acedfeaf211b
german,http://history.archives.mbl.edu/concepts/location/7ab4c3b7-4831-4bbd-8295-79e9fb675c6c
"collegeville, pa",http://history.archives.mbl.edu/concepts/location/8d3cd5aa-5625-4b3a-a4cc-d6fbb46b4f7d
haiiti.,http://history.archives.mbl.edu/concepts/location/2b4b3038-cbd5-424b-847f-220394daa49d
"lincoln, il",http://history.archives.mbl.edu/concepts/location/04472cc1-eb99-418c-b269-96749a277217
"shanghai, china",http://history.archives.mbl.edu/concepts/location/1c86a946-e11e-46b1-93b9-cc3327eb1c15
"toronto, ontario",http://history.archives.mbl.edu/concepts/location/af3cd993-4426-4cf2-b20b-f46ea3192e48
"parkville, mo",http://history.archives.mbl.edu/concepts/location/2aab04a9-37a9-49be-846d-e70c5a11812e
"oskaloosa, iowa",http://history.archives.mbl.edu/concepts/location/7c932228-ecec-4347-8c9d-7e3d73534174
"dahlem, germany",http://history.archives.mbl.edu/concepts/location/ba2593bd-f52d-4c69-9719-651199b2d858
"south orange, nj",http://history.archives.mbl.edu/concepts/location/4d6701a7-ada7-4a81-8e60-df5f4d3ac7e2
laboratory assistant,http://history.archives.mbl.edu/concepts/location/1fc3fae6-d6cd-4e81-8a13-855c65b4bcef
irb-barcelona,http://history.archives.mbl.edu/concepts/location/874e9a57-4a85-41aa-82ec-9fe6c4dab3e2
"piermont, nh",http://history.archives.mbl.edu/concepts/location/5edf4780-97c5-460d-820d-7bc61d32aaf4
"mt. airy, philadelphia, pa",http://history.archives.mbl.edu/concepts/location/3b84adf1-680f-49f7-a947-29f8cec52c48
"charnwood, uk",http://history.archives.mbl.edu/concepts/location/5c937030-f1d0-43d4-a9dd-8e9534a17a9e
"44 francis ave., cambridge, ma",http://history.archives.mbl.edu/concepts/location/909c3d22-056b-4c7a-ad98-b0431a96a98a
"tubingen, frg",http://history.archives.mbl.edu/concepts/location/3b0fa57e-3460-42c2-9984-971181492ecc
"frieburg, germnay",http://history.archives.mbl.edu/concepts/location/70709fb6-a350-4382-878e-05d0ffeaf097
"leuven, belgium",http://history.archives.mbl.edu/concepts/location/67e4b74c-e840-4378-89d4-f5c7da0be382
"i4 w. ii5th street, baltimore, md",http://history.archives.mbl.edu/concepts/location/4fa32b21-66eb-46ff-a8a1-7156c178d309
"dresden, germany",http://history.archives.mbl.edu/concepts/location/b50d0cc8-5e79-45b5-921b-ce7ccec87326
aarhus university,http://history.archives.mbl.edu/concepts/location/1676f983-1de5-43f7-965e-c5e41dc4df61
"palm beach, fl",http://history.archives.mbl.edu/concepts/location/7de36018-42ff-4bb5-b30c-896e7f8a5267
bulgaria,http://history.archives.mbl.edu/concepts/location/9b9d280f-9387-4f3a-b2b8-e6416adc2651
"87 upper prince st., charlottetown, prince edward island, canada",http://history.archives.mbl.edu/concepts/location/874d5ab6-0eeb-4d2d-9e7f-4bd944f99847
"iii4 avenue of the americas, new york, ny i0036",http://history.archives.mbl.edu/concepts/location/991446f6-fb98-4e64-af54-985c8500d430
"sao paulo, brazil",http://history.archives.mbl.edu/concepts/location/dffda4ed-6c84-47d8-a91e-7db078d363f6
"heidelberg, west germany",http://history.archives.mbl.edu/concepts/location/92d25a81-4091-4efa-a71c-71701c9a9508
school of hygiene and public health,http://history.archives.mbl.edu/concepts/location/1a6b5c2d-2da5-498b-a57e-6e8640f4bdd3
"ii haewood st., lynn, ma",http://history.archives.mbl.edu/concepts/location/5e54ad00-642f-4a6d-b904-4f824f520b78
"curitiba, paroni, brazil",http://history.archives.mbl.edu/concepts/location/8d16eb12-591c-490c-aa3a-534a9bce2fdf
"westport, digby county, nova scotia",http://history.archives.mbl.edu/concepts/location/275781c2-eaa5-4ef0-a18e-2a272e4562e9
"albion, mi",http://history.archives.mbl.edu/concepts/location/9d7fb077-b730-4cfd-8c2b-0dbcb7d96ef2
at syracuse,http://history.archives.mbl.edu/concepts/location/73820bcf-8205-4144-83eb-864430a43ae9
"i5i3 madison avenue, baltimore, md",http://history.archives.mbl.edu/concepts/location/5ee71023-8033-4220-893b-00c2d0a57c64
"crete, nb",http://history.archives.mbl.edu/concepts/location/74d76cf0-2ab3-4a2b-8bd0-cf05c9a6b491
"i33i columbine st., denver, co",http://history.archives.mbl.edu/concepts/location/4e49d04d-31db-441c-987e-49a78b2885c1
"keene, nh",http://history.archives.mbl.edu/concepts/location/617bc61e-069d-423e-adf0-57934b85ad3f
"agso, india",http://history.archives.mbl.edu/concepts/location/58cb020c-f9f4-460e-9722-c247c62f7b6f
"oswego, ny",http://history.archives.mbl.edu/concepts/location/0fa28811-4f70-40d4-9a8e-43beda51bb32
"woods hole, mass",http://history.archives.mbl.edu/concepts/location/eedbf79b-804a-4ad5-9b36-20e6200b68ff
"304 n. chester road, glenolden, pa",http://history.archives.mbl.edu/concepts/location/29a2a81a-f6e2-4620-811d-10c9b2397e48
csic,http://history.archives.mbl.edu/concepts/location/ae3da795-87d2-454b-99b2-1b0037ee51d5
"lausanne, switzerland",http://history.archives.mbl.edu/concepts/location/a7808696-38cc-4a41-95f3-7978955dfa3c
"northhampton, mass",http://history.archives.mbl.edu/concepts/location/385dbcfe-33d4-48de-bc0b-e6533ccb11ca
"east windsor, nj",http://history.archives.mbl.edu/concepts/location/0c016a04-6052-4140-a648-ed98dd0897b0
department of the interior,http://history.archives.mbl.edu/concepts/location/5980516c-afcc-4553-8efe-fb85cabdfdec
"kyoto, japan",http://history.archives.mbl.edu/concepts/location/23d91547-20c0-476a-8626-dbfb07e79e7b
"easthampton, ma",http://history.archives.mbl.edu/concepts/location/dec4b4f8-f35e-4d23-a951-6efec322a9bf
denmark.,http://history.archives.mbl.edu/concepts/location/e75adad8-3ddf-4607-9d8a-24be8a95daa7
"ii39 west fifth st., mansfield, oh",http://history.archives.mbl.edu/concepts/location/c8694ec6-0bd5-4bea-9280-c08e0313d23c
marine bioloical laboratory,http://history.archives.mbl.edu/concepts/location/07cd2ecf-182c-4839-b538-20f123bf6d41
"evanston, il",http://history.archives.mbl.edu/concepts/location/9ed762ff-23bc-4c8e-81b7-2f4220deee9b
nova scotia,http://history.archives.mbl.edu/concepts/location/edf6fc42-c7fb-44de-b337-b78b60f48567
"i7ii9 turner street, allentown, pa",http://history.archives.mbl.edu/concepts/location/88d05325-2e94-412c-b7d4-ef711b7d383d
"columbia, sc",http://history.archives.mbl.edu/concepts/location/87e15549-e9e7-4597-88f3-d0d4ba893848
pakistan,http://history.archives.mbl.edu/concepts/location/aacbe2b9-4f17-4a91-aea1-aa3c38277692
"i63 north main street, oberlin, oh",http://history.archives.mbl.edu/concepts/location/59494e50-e261-46c3-81df-cd1d60e8d7c7
college of mt. st. joseph,http://history.archives.mbl.edu/concepts/location/a197fd23-e0f0-48de-9b2f-6a75968fd143
"hamilton, ny",http://history.archives.mbl.edu/concepts/location/e87566b0-bb00-4d96-b6de-3ac96c6cf200
turkey,http://history.archives.mbl.edu/concepts/location/74ed8c12-d5e7-486d-b4e3-166c230f1c94
"stoneham, ma",http://history.archives.mbl.edu/concepts/location/4d3db93b-5b09-43d9-ab33-a0d7acc910c5
"st. mary's city, maryland",http://history.archives.mbl.edu/concepts/location/485ce9d2-d5f6-478d-b3f3-e4fca42c458b
"ithaca, ny; 435 penn avenue, waverly, ny",http://history.archives.mbl.edu/concepts/location/0c61a531-63ed-45b7-a5f9-cf8f0f607a24
snow and landscape research,http://history.archives.mbl.edu/concepts/location/17b93f06-f9a4-4eca-8691-0fde7b55b7d9
"36 mercer st., princeton, nj",http://history.archives.mbl.edu/concepts/location/f0cd993e-57a0-4661-905b-eb5a79468a91
"tabor, italy",http://history.archives.mbl.edu/concepts/location/f4b266f1-e073-4317-9ac3-93465338ef99
"beer sheva, israel",http://history.archives.mbl.edu/concepts/location/c3e1d763-3715-4ed9-85bd-bf923427c9fb
bmc,http://history.archives.mbl.edu/concepts/location/7fd03c57-0e29-414a-bc05-735f51e123e8
"delaware, oh",http://history.archives.mbl.edu/concepts/location/53ab317f-ed87-475a-99ff-cf2cf3d7bba2
"ii mackenzie rd., morristown, nj",http://history.archives.mbl.edu/concepts/location/c9ad34fd-7adb-4fe1-83bc-7c77e5628b4c
"garrison-on-hudson, ny",http://history.archives.mbl.edu/concepts/location/714cc802-589d-406b-b6fa-ecf83f75c644
"hudson, ny",http://history.archives.mbl.edu/concepts/location/ec84c754-0748-4dd9-89ba-213e0de87a85
"8 harris avenue, jamaica plain, ma",http://history.archives.mbl.edu/concepts/location/dc2812e8-a2a9-4841-bf61-04d19fd54f2c
"fairfield, ct",http://history.archives.mbl.edu/concepts/location/8554ec9b-1677-4800-8742-51ab9d0dd1d7
case,http://history.archives.mbl.edu/concepts/location/f9e62fae-b81e-4462-bdb2-2c93a996a2d4
"i80i loring place, bronx, ny",http://history.archives.mbl.edu/concepts/location/2c9967f4-a264-437a-b798-7bdb7700176f
massachusetts eye and ear infirmary,http://history.archives.mbl.edu/concepts/location/e29773ec-0a4e-45b5-87a4-1d5cbe10b881
"west roxbury, ma",http://history.archives.mbl.edu/concepts/location/80a1167f-036a-4704-a5c2-dda63f16cd35
"england, uk",http://history.archives.mbl.edu/concepts/location/2890f228-e635-48f7-9d21-fbd039512766
"ottawa, can",http://history.archives.mbl.edu/concepts/location/2e4bcd6d-8a19-4350-a605-fa071b85991d
marine biological i .aboratory,http://history.archives.mbl.edu/concepts/location/78195577-0240-4a11-98c5-d8444051b0c0
"kennebunk, ma",http://history.archives.mbl.edu/concepts/location/f5409ab1-11f3-4a35-a8b0-7ded4ae16441
copenhagen.,http://history.archives.mbl.edu/concepts/location/ec1a86b9-26ea-4406-98c4-2cc018e94476
kenya,http://history.archives.mbl.edu/concepts/location/7ff177dd-2a88-4f87-9b75-f060be90280b
"malden, ma",http://history.archives.mbl.edu/concepts/location/d4c0fa75-659f-4035-bb6b-af794d4c1c74
"pleasantville, oh",http://history.archives.mbl.edu/concepts/location/3f10baf3-0e08-4e8f-8b97-852adbe8c63e
"hyannis, ma",http://history.archives.mbl.edu/concepts/location/64250a43-c808-4789-a827-3a40f84f079d
"burlington, ma 0i803",http://history.archives.mbl.edu/concepts/location/f6b213ce-05cf-4400-8bc7-efefe783c6a1
bermuda,http://history.archives.mbl.edu/concepts/location/3a992713-caab-42cb-9c99-7718a2a00f7b
"gloucester, ma",http://history.archives.mbl.edu/concepts/location/b84b7a7f-988a-4bf0-8d3f-37dc356150cb
"kent, uk",http://history.archives.mbl.edu/concepts/location/cad74fba-c74e-426e-8cf9-0a972c9d482f
"pasadena, ca",http://history.archives.mbl.edu/concepts/location/11a53b93-a5db-4d2d-8890-bbc5129854d7
singapore,http://history.archives.mbl.edu/concepts/location/7a8bf7f5-5e84-49b1-89b4-5d1bc238c127
ness ziona,http://history.archives.mbl.edu/concepts/location/962796b8-2a4f-46c9-ab26-cd05a1dd5beb
rehovoth,http://history.archives.mbl.edu/concepts/location/88043e3c-993f-4663-b28f-87fe31edad94
"littleneck, ny",http://history.archives.mbl.edu/concepts/location/74e001cc-bdd9-4d1e-833f-f5c0da58b2af
"westport, ct",http://history.archives.mbl.edu/concepts/location/78a6702e-3ce7-457d-a4fa-c51efe439745
"north falmouth, mass",http://history.archives.mbl.edu/concepts/location/8b864f90-3d97-4bea-be04-fd25682863bd
pennsylvania,http://history.archives.mbl.edu/concepts/location/38862993-d3ca-490b-a42e-1bc505c76718
czechoslovakia.,http://history.archives.mbl.edu/concepts/location/1ceca839-be33-458a-8c40-0d7ca145bf69
"readville, ma c/o of a. l. rotch",http://history.archives.mbl.edu/concepts/location/26a37960-1c94-461d-85f7-df6801f2a3ac
"chestnut hill, ma",http://history.archives.mbl.edu/concepts/location/f2f73d4c-822e-479c-ad7b-c5ac47334be4
germnay,http://history.archives.mbl.edu/concepts/location/3c5437e5-451a-4413-9f43-aedb93f4b2e6
"vancouver, canada",http://history.archives.mbl.edu/concepts/location/a96b905c-4d83-4828-b368-a6bb993ec118
